# GSE103092.analysis.more.ids3.Rmd 
# 1593285614 
# Input file: geo.datasets/GSE103092/GSE103092.txt 
"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"
"A_32_P11096"	0.8661948	0.508	0.6812758	-5.987592	0.3501621	"ZCCHC13"
"A_23_P39453"	0.560376	0.0928	1.8199385	-4.705886	0.3972383	"MEX3D"
"A_24_P696470"	0.8934998	0.577	-0.5728521	-6.055942	-0.1673485	"HEATR4"
"A_33_P3252359"	0.7075403	0.221	-1.2883724	-5.416815	-0.9951776	"BDH1"
"A_24_P254278"	0.8364287	0.445	-0.7895576	-5.908477	-0.1596779	"SLC23A2"
"A_24_P784765"	0.7998682	0.369	-0.9312097	-5.789307	-0.5566325	"CD59"
"A_23_P351"	0.636962	0.146	1.5495647	-5.087698	0.5403763	"EPB41"
"A_23_P141960"	0.8985036	0.596	0.544623	-6.071906	0.1232636	"SERTAD3"
"A_33_P3263938"	0.4532942	0.0419	2.266465	-4.006087	0.3532527	"LCN15"
"A_32_P234145"	0.7590798	0.296	-1.0913751	-5.634382	-0.6124948	"SHC4"
"A_33_P3271430"	0.511631	0.0657	-2.0169339	-4.406209	-0.3474337	"MAP3K3"
"A_24_P333326"	0.9108365	0.634	0.4876864	-6.10176	0.0989243	"MIA2"
"A_32_P116840"	0.9550621	0.803	0.2543659	-6.19054	0.0981542	"MIA2"
"A_24_P902728"	0.9052357	0.618	-0.5113144	-6.089754	-0.1758211	"CAPRIN1"
"A_33_P3217020"	0.6153376	0.128	1.630093	-4.97797	0.5382785	"RAPH1"
"A_33_P3239267"	0.5979086	0.115	1.6944018	-4.887825	0.5867779	"INKA1"
"A_33_P3325497"	0.71758	0.234	1.2501708	-5.461199	0.6063506	"FIBIN"
"A_33_P3277674"	0.4450788	0.0389	-2.3072419	-3.938891	-1.0313643	"FBXL22"
"A_33_P3230399"	0.5304451	0.0742	-1.9482762	-4.512463	-0.499673	"ZNF784"
"A_23_P46690"	0.841838	0.456	0.7689251	-5.924369	0.2717057	"TMEM81"
"A_33_P3303649"	0.7645161	0.307	-1.0659974	-5.660296	-2.3231989	"MB"
"A_33_P3217983"	0.4973793	0.0595	2.0722375	-4.319331	1.0183222	"ACSL5"
"A_33_P3247803"	0.9130717	0.642	0.4771102	-6.106958	0.2072287	"RBM12B"
"A_33_P3283420"	0.6097524	0.123	1.6547478	-4.943667	0.3364428	"RBM12B"
"A_32_P210202"	0.7881907	0.349	-0.9721031	-5.75173	-0.6936371	"E2F7"
"A_33_P3318661"	0.9477341	0.772	0.2960121	-6.178714	0.1647253	"E2F7"
"A_33_P3239614"	0.8284583	0.428	-0.818793	-5.88531	-0.2656429	"IYD"
"A_32_P110472"	0.8901071	0.567	0.5878536	-6.047147	0.148793	"IYD"
"A_24_P221198"	0.8714118	0.519	-0.6628793	-5.999966	-0.1042372	"MBLAC1"
"A_32_P3476"	0.2433002	0.00704	-3.2178046	-2.362534	-0.7898343	"RPRML"
"A_33_P3339138"	0.6096712	0.123	-1.6552356	-4.942985	-0.396541	"RPRML"
"A_33_P3317523"	0.0738198	0.00053	-4.6202683	0.070918	-2.0439849	"STMN1"
"A_23_P99625"	0.8937823	0.579	0.5700394	-6.057567	0.1192401	"FITM1"
"A_33_P3375145"	0.9896864	0.955	-0.0574711	-6.22233	-0.050781	"LURAP1L"
"A_33_P3295518"	0.9530971	0.797	-0.2629752	-6.188241	-0.0725552	"KRTAP26-1"
"A_33_P3415663"	0.0801606	0.00063	-4.5236799	-0.09035	-1.4625925	"MBLAC2"
"A_32_P426044"	0.9907923	0.962	0.0490039	-6.222798	0.0156358	"FAM47A"
"A_33_P3410604"	0.9614472	0.829	-0.2201537	-6.19893	-0.0474175	"FAM47A"
"A_23_P77859"	0.3096119	0.0132	2.8841104	-2.95137	1.3022061	"TMEM88"
"A_32_P112910"	0.8292052	0.43	-0.8156119	-5.887868	-0.4900792	"UBL4B"
"A_33_P3394494"	0.6291822	0.14	-1.5753203	-5.052996	-0.3701685	"ELP5"
"A_33_P3221129"	0.5498914	0.0856	1.8661399	-4.637073	0.4609892	"LRRN4CL"
"A_32_P165933"	0.3401539	0.0176	2.7322537	-3.216462	0.5026307	"IQCF2"
"A_33_P3417195"	0.5321996	0.0752	-1.9407019	-4.524072	-0.4706689	"C17orf82"
"A_33_P3302312"	0.9559151	0.808	-0.248329	-6.192108	-0.0529953	"IER5L"
"A_33_P3236102"	0.985979	0.935	-0.0830585	-6.220464	-0.0458398	"IER5L"
"A_33_P3287303"	0.8689056	0.514	0.6718763	-5.993953	0.1451937	"ASCL4"
"A_23_P102542"	0.6190997	0.131	1.6157512	-4.997774	0.2626293	"AFTPH"
"A_23_P428382"	0.4633344	0.0461	2.2142099	-4.091513	0.3683175	"AFTPH"
"A_23_P324718"	0.9454064	0.76	0.3128295	-6.173439	0.0930833	"SYNJ1"
"A_23_P353888"	0.7259112	0.243	1.2257865	-5.488992	0.4292599	"DOCK8"
"A_32_P181077"	0.5229511	0.071	-1.9727989	-4.474723	-0.5241831	"DOCK8"
"A_24_P366607"	0.6064907	0.121	-1.6643808	-4.930176	-0.4650431	"SERTM1"
"A_24_P40907"	0.9641833	0.841	0.2050218	-6.202258	0.0607021	"PLPP6"
"A_33_P3332150"	0.7793147	0.332	-1.0095328	-5.716131	-0.2045983	"APOBEC4"
"A_23_P74526"	0.8194639	0.41	0.8530757	-5.857187	0.1788038	"PPIE"
"A_33_P3212645"	0.0868864	0.000753	4.4237181	-0.258559	1.2614033	"NOTCH2NLA"
"A_33_P3212640"	0.1786816	0.00337	3.6087166	-1.670502	1.3399155	"NOTCH2NLA"
"A_23_P406702"	0.9070847	0.624	0.5024951	-6.094299	0.126903	"CAMSAP2"
"A_33_P3242099"	0.3322461	0.0162	2.7773643	-3.137989	0.6353782	"CAMSAP2"
"A_23_P133058"	0.6895415	0.199	-1.3575934	-5.333848	-0.4386908	"MRFAP1L1"
"A_32_P5480"	0.4532942	0.0416	-2.2695816	-4.000967	-0.5850915	"CERS6"
"A_33_P3399870"	0.8205122	0.412	0.8486274	-5.860894	0.1677156	"CERS6"
"A_33_P3286208"	0.9203382	0.666	-0.4423418	-6.123269	-0.1539427	"LRR1"
"A_33_P3278649"	0.9843404	0.928	0.0928076	-6.219574	0.0156698	"ENTPD2"
"A_23_P153662"	0.4205377	0.0329	-2.3985599	-3.786843	-0.7706313	"LGALS14"
"A_33_P3237784"	0.7426173	0.269	-1.1570962	-5.564976	-0.5411882	"PORCN"
"A_24_P57047"	0.9647481	0.844	-0.2010954	-6.203083	-0.1666859	"DLL3"
"A_23_P420236"	0.6128589	0.126	1.6391293	-4.965435	0.3608608	"PCDH9"
"A_33_P3349661"	0.7601737	0.298	-1.0853831	-5.640546	-0.2050615	"PCDH9"
"A_23_P163143"	0.3709159	0.0227	2.5975392	-3.44911	0.6279891	"ACYP1"
"A_33_P3301920"	0.9622886	0.831	0.217574	-6.199514	0.0417199	"USP50"
"A_24_P920521"	0.298649	0.0118	-2.945436	-2.843663	-0.8550266	"COMMD6"
"A_32_P114215"	0.343591	0.0182	-2.714096	-3.247975	-0.8129021	"COMMD6"
"A_23_P119141"	0.5982307	0.115	1.6925717	-4.890421	0.3795496	"KEAP1"
"A_24_P380132"	0.8671631	0.511	-0.6772126	-5.990352	-0.1260705	"G3BP2"
"A_23_P94186"	0.4917094	0.0576	2.0904	-4.29056	0.5203514	"LYPD2"
"A_33_P3728979"	0.7364888	0.257	1.1865598	-5.532807	0.5371096	"FAM151B"
"A_24_P383581"	0.8375105	0.447	-0.7851996	-5.911865	-0.1499205	"MICOS13"
"A_33_P3371984"	0.5321996	0.0752	-1.9404488	-4.524459	-0.4245235	"IGSF1"
"A_33_P3371989"	0.9597879	0.822	0.229687	-6.196713	0.0405102	"IGSF1"
"A_23_P142389"	0.9827658	0.919	0.1039387	-6.218438	0.035101	"LSR"
"A_23_P146811"	0.6521688	0.161	-1.4917235	-5.164231	-0.4138062	"FBXO38"
"A_23_P92909"	0.884258	0.555	0.6066395	-6.035832	0.1225592	"SPINK6"
"A_23_P73239"	0.7050433	0.218	1.2986535	-5.404698	0.4983054	"NCKAP1"
"A_33_P3249509"	0.3336794	0.0166	2.7642213	-3.160878	0.5882187	"NFIC"
"A_33_P3277965"	0.9408993	0.743	0.3353868	-6.165913	0.0687733	"NFIC"
"A_33_P3277308"	0.5384885	0.0789	1.9129469	-4.566408	0.5131004	"SYT6"
"A_24_P96897"	0.9283777	0.691	-0.4073615	-6.138473	-0.0859741	"SYT6"
"A_33_P3277298"	0.9664584	0.849	-0.193738	-6.204587	-0.0487159	"SYT6"
"A_32_P203029"	0.897273	0.591	0.5509784	-6.068379	0.1711481	"FAM9B"
"A_33_P3400688"	0.7929456	0.357	0.9557631	-5.766912	0.1776733	"SLC24A5"
"A_33_P3410654"	0.7979186	0.364	-0.9411701	-5.780283	-0.4018663	"CLEC12B"
"A_33_P3303519"	0.9735702	0.879	0.1558374	-6.211448	0.027856	"CLEC12B"
"A_24_P272310"	0.3702725	0.0225	2.6011032	-3.442992	0.9617123	"MUSTN1"
"A_24_P367079"	0.9530445	0.795	0.2651628	-6.187644	0.0873491	"SFTA2"
"A_32_P204218"	0.6265647	0.137	1.5885789	-5.034987	0.2923018	"FAM180A"
"A_24_P276385"	0.8061456	0.38	-0.9098348	-5.808393	-0.1844737	"SPACA5"
"A_24_P272254"	0.7830759	0.34	-0.9926663	-5.732314	-0.3409538	"SPACA5"
"A_33_P3408042"	0.9660526	0.848	-0.1951585	-6.204301	-0.0723196	"OR2K2"
"A_23_P161004"	0.6788708	0.187	-1.3975201	-5.284548	-0.3334561	"NR5A2"
"A_33_P3389728"	0.6971952	0.207	-1.3308104	-5.366332	-1.1573842	"NR5A2"
"A_33_P3339825"	0.8173469	0.403	-0.8657381	-5.846541	-0.5577334	"EMC10"
"A_33_P3254460"	0.7783826	0.331	1.0124232	-5.713335	0.3720206	"DLK2"
"A_24_P7965"	0.9840295	0.924	0.0970398	-6.219157	0.0229624	"ESRRG"
"A_23_P376591"	0.4532942	0.0417	-2.2686105	-4.002563	-0.9391303	"CLYBL"
"A_33_P3391791"	0.560376	0.0928	1.8199822	-4.705821	0.6193092	"MOG"
"A_33_P3387561"	0.9864803	0.939	0.0785262	-6.220844	0.0222131	"OSCAR"
"A_23_P50368"	0.7910525	0.354	-0.9625171	-5.760663	-0.2965162	"OSCAR"
"A_33_P3278053"	0.7141968	0.229	-1.2648741	-5.444237	-0.3245097	"MYBPC1"
"A_23_P128362"	0.5463125	0.0831	-1.8831767	-4.61146	-0.4998299	"MYBPC1"
"A_23_P100486"	0.5907562	0.11	-1.7191652	-4.852545	-0.4191609	"VKORC1"
"A_23_P14124"	0.1137939	0.00129	4.1269195	-0.765232	1.0379773	"RASL11A"
"A_24_P225907"	0.7881687	0.349	-0.9732309	-5.750675	-0.2096583	"DPH3"
"A_23_P69188"	0.7952048	0.361	0.948666	-5.773437	0.2387919	"DPH3"
"A_33_P3368776"	0.9435719	0.753	0.3222058	-6.170373	0.0647921	"TMIGD1"
"A_33_P3346267"	0.6989016	0.209	1.3231096	-5.375584	0.2762125	"TMIGD1"
"A_33_P3320953"	0.9560284	0.809	-0.2472876	-6.192374	-0.0715307	"CTXN1"
"A_23_P156852"	0.8193813	0.408	-0.855828	-5.854885	-0.1858219	"ECI2"
"A_33_P3217119"	0.3386833	0.0174	-2.7388667	-3.204975	-0.9875673	"OSCP1"
"A_24_P398898"	0.7685623	0.313	-1.0511959	-5.675177	-0.2553672	"MORF4L1"
"A_23_P127186"	0.8679045	0.512	-0.6749358	-5.991892	-0.8729676	"TACC2"
"A_23_P211047"	0.6715178	0.179	1.4254777	-5.249417	0.4451754	"BACH1"
"A_23_P18913"	0.9009744	0.603	-0.5334756	-6.077999	-0.2388446	"OR2V2"
"A_33_P3400699"	0.5316661	0.0748	1.9433824	-4.519966	0.7072786	"SLC26A5"
"A_33_P3400700"	0.8609348	0.498	-0.6984787	-5.975737	-0.1828445	"SLC26A5"
"A_33_P3327165"	0.3336816	0.0166	-2.7635325	-3.162077	-0.6941228	"CCDC18"
"A_33_P3246623"	0.6153376	0.128	-1.631	-4.976713	-0.4808189	"CCDC18"
"A_24_P7179"	0.778332	0.33	1.01345	-5.71234	0.2391188	"DIP2A"
"A_33_P3350378"	0.8557024	0.486	-0.7179777	-5.961971	-0.1809434	"MS4A10"
"A_33_P3423401"	0.5096772	0.065	-2.0232185	-4.396393	-0.3481773	"ZNF790"
"A_33_P3242174"	0.9424391	0.749	0.3269916	-6.168774	0.175951	"SNORC"
"A_23_P381172"	0.7579902	0.294	1.0946955	-5.630955	0.3637457	"MRAP"
"A_24_P167377"	0.9608657	0.827	-0.2231379	-6.198246	-0.0461903	"OR10P1"
"A_33_P3312212"	0.9404156	0.741	-0.338161	-6.164951	-0.1325353	"PRKAA1"
"A_33_P3257187"	0.4796553	0.0519	-2.1480334	-4.198519	-0.7962355	"PRKAA1"
"A_23_P320878"	0.4633904	0.0461	2.2139507	-4.091935	0.4943792	"EEF1AKMT3"
"A_33_P3290174"	0.7395834	0.263	-1.1723367	-5.548416	-0.2799527	"DEGS2"
"A_33_P3416882"	0.3852381	0.0252	2.5405208	-3.546687	1.1270239	"ARL9"
"A_23_P71790"	0.6895415	0.198	1.3592236	-5.331856	0.7038765	"MAMDC4"
"A_33_P3407339"	0.7209106	0.237	-1.2412102	-5.471461	-0.314856	"CEP85L"
"A_24_P865"	0.7085436	0.222	1.2842808	-5.421618	0.2191346	"CEP85L"
"A_23_P156562"	0.9628343	0.833	-0.2148879	-6.200115	-0.0984479	"CRIP3"
"A_33_P3325404"	0.7217184	0.238	-1.2393778	-5.473553	-0.3215027	"CRIP3"
"A_33_P3283231"	0.9821456	0.915	0.1092586	-6.21785	0.0609921	"YY2"
"A_33_P3283237"	0.6409386	0.15	-1.533088	-5.109698	-0.3714874	"YY2"
"A_23_P53193"	0.6776642	0.185	-1.4012349	-5.279909	-1.3524792	"SYTL2"
"A_33_P3212949"	0.8212408	0.414	0.8454346	-5.863544	0.227952	"USH2A"
"A_23_P43810"	0.6726369	0.179	-1.4229694	-5.252589	-0.6838016	"LTBP1"
"A_33_P3304655"	0.5260718	0.0724	-1.9620336	-4.49132	-0.7221907	"LTBP1"
"A_24_P392632"	0.7298352	0.249	-1.2097944	-5.506989	-0.2012976	"TRPM3"
"A_24_P261929"	0.5333142	0.0757	-1.9370474	-4.529664	-0.3978023	"IFI27L1"
"A_24_P216361"	0.8959828	0.588	0.556482	-6.065293	0.1848564	"PRAME"
"A_23_P211244"	0.9505571	0.786	0.2774421	-6.184206	0.0899554	"PRMT2"
"A_23_P80156"	0.9526407	0.793	0.2674303	-6.187021	0.1065612	"PRMT2"
"A_24_P151498"	0.7453667	0.272	1.1478976	-5.574887	0.2902581	"PRMT2"
"A_23_P91552"	0.9460105	0.763	0.3087956	-6.17473	0.0680644	"FTCD"
"A_33_P3225022"	0.7826369	0.339	0.9939964	-5.731046	0.3232531	"FTCD"
"A_33_P3392052"	0.9758389	0.886	-0.1467676	-6.21287	-0.0756611	"C5orf46"
"A_24_P289178"	0.288085	0.0107	-2.9944968	-2.757287	-1.0811453	"C16orf74"
"A_23_P319783"	0.726283	0.244	-1.2238567	-5.491174	-0.3405414	"SPAG17"
"A_33_P3243429"	0.9736229	0.879	0.1550499	-6.211575	0.0303933	"GPR152"
"A_33_P3228014"	0.8784063	0.538	-0.6324407	-6.019747	-0.1364584	"SCGB1D4"
"A_24_P101114"	0.4586803	0.0442	2.2366797	-4.054877	0.5238298	"CNOT1"
"A_33_P3398526"	0.4062976	0.0299	2.4495578	-3.701064	1.2703687	"BCL2L11"
"A_33_P3251932"	0.4887006	0.056	2.1064333	-4.265067	0.9145494	"BCL2L11"
"A_24_P43810"	0.8331356	0.438	-0.8020094	-5.898702	-0.2641066	"FAM83A"
"A_24_P98555"	0.7815423	0.335	-1.0024059	-5.722997	-0.3395494	"DENND10"
"A_32_P138004"	0.7744708	0.323	-1.0281774	-5.697975	-0.2768304	"DENND10"
"A_23_P158938"	0.9977023	0.99	-0.0126354	-6.223962	-0.0026109	"AP3M1"
"A_23_P200670"	0.527116	0.0728	-1.9590445	-4.495921	-0.7719568	"WDR78"
"A_33_P3379381"	0.7408158	0.265	-1.1666984	-5.554562	-0.5164406	"WDR78"
"A_33_P3273854"	0.7091645	0.223	1.2812526	-5.425164	0.2747653	"NAALADL2"
"A_23_P17438"	0.5272038	0.0728	-1.9588244	-4.496259	-0.6656526	"EDN3"
"A_24_P82142"	0.1579941	0.00266	-3.7361327	-1.446057	-0.6949516	"TCF12"
"A_32_P107746"	0.3300198	0.0159	-2.7867013	-3.121715	-1.0183592	"ENSA"
"A_33_P3382606"	0.556913	0.0907	-1.8332646	-4.686136	-0.4706919	"FBXW12"
"A_33_P3268686"	0.7731506	0.321	1.0332257	-5.693011	0.1954921	"FBXW12"
"A_33_P3379268"	0.8178932	0.404	0.863127	-5.848748	0.230277	"SCIMP"
"A_33_P3226080"	0.8695755	0.515	0.6697298	-5.995394	0.1478369	"SCIMP"
"A_33_P3220738"	0.9112242	0.636	0.4856414	-6.102774	0.1547396	"ASTN1"
"A_33_P3341365"	0.8702514	0.517	0.6669724	-5.99724	0.1313924	"RNF216"
"A_24_P469641"	0.6532108	0.161	1.4887876	-5.168063	0.2633749	"RNF216"
"A_33_P3329878"	0.6491239	0.157	1.5045147	-5.147476	0.3564811	"RNF216"
"A_23_P95130"	0.793005	0.358	0.9548375	-5.767765	0.3608214	"SLC37A3"
"A_23_P106258"	0.8803725	0.544	0.6230765	-6.025657	0.1349723	"SLC25A47"
"A_24_P196117"	0.5778396	0.104	-1.7552365	-4.800609	-0.2857025	"GTF2H5"
"A_23_P335239"	0.8670681	0.51	0.677875	-5.989903	0.1083095	"GAB1"
"A_33_P3336384"	0.9589294	0.82	0.2324811	-6.196045	0.0394398	"PAOX"
"A_33_P3336387"	0.2897736	0.0109	-2.9877954	-2.769095	-0.8009434	"PAOX"
"A_24_P249253"	0.833817	0.44	-0.7978941	-5.901948	-0.1940078	"LMOD2"
"A_33_P3377209"	0.909439	0.631	0.4925823	-6.099317	0.1098719	"ENSA"
"A_23_P19886"	0.9387191	0.734	-0.347065	-6.161814	-0.1596282	"NPSR1"
"A_33_P3417113"	0.6868354	0.195	1.3701275	-5.318483	0.4373109	"NPSR1"
"A_23_P75867"	0.9133373	0.642	0.4760001	-6.107497	0.1539766	"OR10A4"
"A_23_P136589"	0.8658022	0.507	0.6829124	-5.986475	0.2497565	"BRDT"
"A_23_P159227"	0.7063694	0.219	-1.2933371	-5.410973	-0.647436	"ADAM15"
"A_33_P3380693"	0.697645	0.208	-1.3266593	-5.371324	-0.3967681	"ADAM15"
"A_23_P259707"	0.7607472	0.3	-1.0812231	-5.644809	-0.3650848	"PLPPR1"
"A_23_P388379"	0.9823138	0.915	-0.1083774	-6.217949	-0.0261211	"ATRNL1"
"A_33_P3343473"	0.9617648	0.83	-0.2190398	-6.199183	-0.0402011	"ATRNL1"
"A_33_P3391076"	0.5356414	0.0775	-1.9236133	-4.550175	-0.3489081	"MBNL2"
"A_32_P119248"	0.1124736	0.00126	4.140009	-0.742675	0.9827364	"FOXD4"
"A_32_P99753"	0.7631435	0.304	1.0726958	-5.653505	0.2193637	"EFCAB12"
"A_23_P366098"	0.8816576	0.548	-0.6174135	-6.029192	-0.1761995	"NUP210L"
"A_23_P135164"	0.9803945	0.907	-0.1195502	-6.216628	-0.0591964	"UAP1L1"
"A_33_P3303212"	0.5183628	0.069	-1.9894229	-4.449004	-0.992139	"CCDC74B"
"A_23_P381102"	0.4393913	0.0371	-2.3329204	-3.896348	-1.3169611	"CCDC74B"
"A_33_P3313779"	0.722588	0.239	-1.2360687	-5.477324	-0.35269	"BICDL1"
"A_33_P3287108"	0.9579903	0.817	0.2362865	-6.195123	0.0608997	"TMEM132E"
"A_33_P3401826"	0.1546355	0.00256	3.7557307	-1.411622	3.9174378	"CMPK2"
"A_33_P3270996"	0.3136823	0.0138	-2.8615041	-2.990989	-0.8273291	"TMEM207"
"A_33_P3360565"	0.9693522	0.862	0.1772794	-6.207748	0.0419748	"ZNF474"
"A_23_P45294"	0.9305323	0.7	-0.3938505	-6.14402	-0.1397935	"FAM199X"
"A_19_P00802546"	0.9290768	0.692	-0.4049831	-6.139463	-0.1141169	"FAM199X"
"A_24_P42389"	0.8110244	0.39	0.8912996	-5.82463	0.3844185	"OTUD6A"
"A_33_P3400258"	0.9746586	0.882	0.1516331	-6.212118	0.0495418	"ACSM6"
"A_33_P3246175"	0.8553451	0.486	0.7186239	-5.961509	0.2737617	"ACSM6"
"A_33_P3356462"	0.9768425	0.89	0.1412175	-6.213699	0.0358173	"C2CD4A"
"A_33_P3209816"	0.9861691	0.936	-0.081458	-6.2206	-0.0298059	"DPY19L3"
"A_33_P3705275"	0.9917134	0.968	-0.0414509	-6.223153	-0.010376	"DPY19L3"
"A_33_P3288859"	0.8283945	0.428	0.8198076	-5.884493	0.2082239	"CDPF1"
"A_33_P3281616"	0.9342056	0.712	0.3780711	-6.150267	0.0996685	"CDPF1"
"A_23_P68240"	0.6660382	0.174	-1.443214	-5.226875	-1.2221343	"GPAT2"
"A_21_P0011821"	0.8132511	0.394	-0.8834832	-5.83139	-0.2545221	"GPAT2"
"A_33_P3210671"	0.2826719	0.0102	-3.0193997	-2.713381	-0.9647256	"GPAT2"
"A_33_P3415551"	0.671022	0.178	-1.4272678	-5.247151	-1.6105946	"GPAT2"
"A_33_P3417086"	0.985979	0.935	0.0830381	-6.220465	0.0248736	"NIPAL1"
"A_32_P26969"	0.9133373	0.643	-0.4756683	-6.107658	-0.0812588	"ERICH1"
"A_33_P3273238"	0.9009574	0.603	0.5337743	-6.077837	0.1200073	"ZNF320"
"A_23_P38813"	0.8948857	0.582	0.5657201	-6.060047	0.1983578	"ZNF320"
"A_32_P125338"	0.8216603	0.415	-0.8436063	-5.865058	-0.4367002	"FAM43B"
"A_33_P3295029"	0.6751156	0.182	1.4130174	-5.265136	0.4167843	"KBTBD12"
"A_32_P88240"	0.8681169	0.513	-0.6739814	-5.992536	-0.1429842	"KBTBD12"
"A_24_P218074"	0.8936153	0.577	-0.5720987	-6.056378	-0.1151535	"ZNF467"
"A_24_P916718"	0.4183166	0.0321	-2.4109921	-3.765987	-0.4876754	"ZNF467"
"A_33_P3357678"	0.8212408	0.414	-0.8451511	-5.863779	-0.1718039	"LCTL"
"A_32_P70927"	0.5998321	0.116	1.6889898	-4.895495	0.3677247	"PAGE2"
"A_24_P259276"	0.5497125	0.0856	-1.8665847	-4.636406	-0.423943	"ZDHHC24"
"A_23_P1912"	0.7535847	0.286	-1.1145787	-5.610253	-0.5738209	"ZP1"
"A_23_P411612"	0.7342033	0.255	1.1938446	-5.524754	0.4483516	"SPRYD4"
"A_33_P3319022"	0.995939	0.984	0.0208032	-6.22382	0.0060421	"CLEC9A"
"A_23_P147277"	0.9778371	0.895	0.1350931	-6.214576	0.0341907	"TSEN54"
"A_33_P3227904"	0.1577686	0.00265	3.7374549	-1.443733	1.3657918	"SLC25A34"
"A_23_P80626"	0.9776473	0.894	0.1360642	-6.21444	0.0546911	"PRRT3"
"A_24_P945228"	0.697645	0.208	-1.3272269	-5.370642	-0.6182138	"CYP4V2"
"A_33_P3228285"	0.8419879	0.457	0.7671521	-5.925717	0.191335	"ANKRD13D"
"A_32_P16007"	0.8877042	0.562	-0.5951507	-6.042792	-0.1668184	"POTEB3"
"A_32_P16007"	0.8877042	0.562	-0.5951507	-6.042792	-0.1668184	"POTEB"
"A_24_P298877"	0.9439804	0.754	-0.3203252	-6.170995	-0.1041436	"C1orf174"
"A_33_P3244793"	0.8205845	0.412	0.8482509	-5.861207	0.3449867	"GADL1"
"A_33_P3419399"	0.9843404	0.926	-0.0943056	-6.219429	-0.0275503	"ZC3H12D"
"A_24_P109176"	0.3051586	0.0124	2.918284	-2.891389	0.6966041	"ZC3H12D"
"A_32_P65533"	0.5922206	0.111	1.7144596	-4.859273	0.5487586	"ZC3H12D"
"A_33_P3250820"	0.7281211	0.246	-1.2166427	-5.499305	-0.2840244	"FREM2"
"A_24_P272313"	0.3464569	0.0186	-2.7029546	-3.267288	-1.7524712	"KIAA1211L"
"A_33_P3326578"	0.5836472	0.107	-1.7380429	-4.825444	-0.4231159	"KIAA1211L"
"A_23_P360079"	0.8755437	0.532	-0.6431384	-6.012893	-0.1611756	"NCKAP5"
"A_33_P3317508"	0.8458317	0.465	0.7533623	-5.936104	0.1668966	"GPR148"
"A_23_P91970"	0.7671298	0.311	-1.0566918	-5.669672	-0.3589986	"AADACL2"
"A_21_P0010748"	0.3080221	0.0129	2.8986003	-2.92595	0.6520422	"SEPTIN14"
"A_21_P0011898"	0.2473985	0.00741	3.1906346	-2.410656	0.7381798	"SEPTIN14"
"A_21_P0012051"	0.2248531	0.0059	3.3111984	-2.197041	0.7715335	"SEPTIN14"
"A_33_P3234060"	0.7260444	0.243	-1.2246782	-5.490245	-0.314088	"SEPTIN14"
"A_21_P0013195"	0.4887006	0.0562	2.1038615	-4.269162	0.5972993	"SEPTIN14"
"A_21_P0011897"	0.4024823	0.0292	2.4625881	-3.679054	0.4298375	"SEPTIN14"
"A_24_P237878"	0.7164278	0.233	1.2540562	-5.456732	0.4536627	"MCRIP1"
"A_33_P3302586"	0.9257638	0.682	0.4189327	-6.133578	0.2608323	"GPR153"
"A_33_P3250209"	0.9134023	0.643	-0.4749501	-6.108006	-0.120769	"SKIDA1"
"A_32_P152767"	0.5684616	0.098	-1.7880663	-4.752792	-0.8423247	"SKIDA1"
"A_24_P273489"	0.9353738	0.716	-0.3716156	-6.15275	-0.1178272	"SH2D4B"
"A_33_P3319856"	0.8737536	0.526	0.6528269	-6.006594	0.1274699	"SH2D4B"
"A_33_P3392405"	0.9051411	0.616	0.5137653	-6.088477	0.1886881	"C10orf99"
"A_33_P3381092"	0.757842	0.294	-1.0952301	-5.630402	-0.1981842	"OR10W1"
"A_33_P3390264"	0.4870302	0.0551	2.1151139	-4.251228	0.4687532	"OR10W1"
"A_24_P117942"	0.6114794	0.125	1.6466174	-4.955014	0.3081353	"TOMM20L"
"A_24_P93206"	0.9520234	0.79	0.2723573	-6.185648	0.0488284	"TMEM179"
"A_23_P163467"	0.4463291	0.0394	-2.300289	-3.950381	-1.0818884	"CCDC9B"
"A_32_P59010"	0.4887006	0.0557	-2.1087825	-4.261324	-1.8686975	"TNFAIP8L3"
"A_33_P3326217"	0.9603098	0.824	-0.2266693	-6.197425	-0.0360264	"SHISA6"
"A_33_P3481674"	0.771071	0.317	-1.0429351	-5.683407	-0.2448122	"SHISA6"
"A_23_P368484"	0.7860786	0.345	-0.9818343	-5.742585	-0.5753505	"LRRC75A"
"A_32_P227605"	0.7155056	0.231	-1.2591769	-5.450827	-0.4044748	"RGS9BP"
"A_23_P90453"	0.4552282	0.0427	2.2558102	-4.023569	0.7139981	"KRTDAP"
"A_33_P3243454"	0.8446078	0.463	-0.7572567	-5.933188	-0.1901334	"IGFL3"
"A_33_P3394183"	0.6895415	0.198	1.3590517	-5.332066	0.2383899	"ZNF324B"
"A_33_P3304538"	0.7357716	0.257	1.1887269	-5.530415	0.3751573	"RNF207"
"A_33_P3316978"	0.7782701	0.33	1.0136035	-5.712191	0.3432477	"RNF207"
"A_33_P3417437"	0.7829037	0.339	-0.9933435	-5.731669	-0.1585302	"CD164L2"
"A_24_P280664"	0.936847	0.727	-0.3575361	-6.158022	-0.1001302	"GBP7"
"A_33_P3270941"	0.9988292	0.994	0.0076887	-6.224014	0.0013344	"C1orf229"
